Line #,Key,en Version,az Translation
453,az.app.msgs.error_updated,%{obj} wasn't updated: %{err},%{obj} yenilənmədi: %{err}
454,az.app.msgs.error_publish,%{obj} wasn't published: %{err},%{obj} dərc edilmədi: %{err}
455,az.app.msgs.error_publish_missing_fields,%{obj} can't be published until you provide a summary and thumbnail image.,%{obj} eskiz və ya xülasə təmin edilmədən dərc edilə bilməz.
456,az.app.msgs.error_publish_missing_fields_link,Add the missing content.,Əskik məzmunu daxil et.
457,az.app.msgs.error_publish_missing_sections,At least one Section required before publishing.,Dərc olunannan əvvəl ən azı bir bölmə tələb olunur.
458,az.app.msgs.error_publish_missing_content_section,All Text Sections must have content in it.,Ən azı bir bölmə lazımdır.
459,az.app.msgs.error_publish_missing_translations,The story must be completely translated in %{lang} in order to be published.,Dərc olunmaq üçün bu material tamamilə %{lang} tərcümə olunmalıdır.
460,az.app.msgs.error_unpublish,%{obj} wasn't unpublished: %{err},%{obj} dərc edilməsi geri alınmadı: %{err}
461,az.app.msgs.error_clone,%{obj} wasn't cloned.,%{obj} köçürülmədi.
462,az.app.msgs.error_clone_notification,Error occurred while cloning story: %{msg},Hekayə köçürüləndə xəta baş verdi: %{msg}
463,az.app.msgs.error_export,Story can't be downloaded.,Hekayə endirilə bilinməz.
464,az.app.msgs.error_get_data,The selected item could not be found,Seçilən material tapılmadı
465,az.app.msgs.select_section,Please select a Section first in order to add an Item,Material daxil etmək üçün lütfən öncə Bölməni seçin
466,az.app.msgs.staff_pick,The story has been selected as a Staff Pick,Hekayə Readksiya Heyətinin Seçimi kimi seçilibdir
467,az.app.msgs.staff_unpick,The story has been unselected as a Staff Pick,Hekayə Redaksiya Heyətinin Seçimindən xaric edilibdir
468,az.app.msgs.success_settings,Your settings were successfully updated.,Sizin parametrlər uğurla yeniləndi.
469,az.app.msgs.success_remove_avatar,Your Facebook avatar is now being used.,Artıq sizin Facebook avatarınız istifadə edilir.
470,az.app.msgs.nickname_duplicate,This user URL already exists.,Bu istifadəçinin URL-ı artıq mövcuddur.
471,az.app.msgs.nickname_url,Your URL will be:,Sizin URL-ınız:
472,az.app.msgs.story_duplicate,This story URL already exists.,Bu hekayənin URL-ı artıq mövcuddur.
473,az.app.msgs.story_url,Story URL will be:,Hekayənin URL-ı:
474,az.app.msgs.update_translations,Don't forget to translate this new item!,Don't forget to translate this new item!
475,az.app.msgs.invitation.accepted,You have accepted the invitation to collaborate on '%{title}',Sən '%{title}' üzrə əməkdaşlıq dəvətini qəbul etmisən
476,az.app.msgs.invitation.accepted_already,You have already accepted the invitation to collaborate on '%{title}',Sən '%{title}' üzrə əməkdaşlıq dəvətini artıq qəbul etmisən
477,az.app.msgs.invitation.bad,"Sorry, your invitation could not be found or the story has been deleted.","Üzr istəyirik, sizin dəvətiniz tapılmadı və ya hekayə silinibdir."
478,az.app.msgs.invitation.declined,Your invitation was declined,Sənin dəvətin qəbul edilmədi
479,az.app.msgs.one_section.content,Only one Item can be added to a Text section,Mətn bölməsinə yalnız bir material daxil edilə bilər
480,az.app.msgs.one_section.slideshow,Only one Item can be added to an Image Slideshow section,Şəkil Slayd Nümayişinə yalnız bir material daxil edilə bilər
481,az.app.msgs.one_section.embed_media,Only one Item can be added to an Embed Online Media section,Daxil Ediləsi Onlayn Media Bölməsinə yalnız bir material əlavə edilə bilər
482,az.app.msgs.one_section.youtube,Only one Item can be added to a YouTube section,Youtube bölməsinə yalnız bir material daxil edilə bilər
483,az.app.msgs.one_section.general,Only one Item can be added to this type of section,Bu növ bölməyə yalnız bir material daxil edilə bilər
484,az.app.msgs.destroy_story.success,Story was successfully deleted.,Hekayə uğurla silindi.
485,az.app.msgs.destroy_story.error,Error occurred while deleting the story: %{err},Hekayə silinərkən xəta baş verdi: %{err}
486,az.app.msgs.destroy_item.success,Item was successfully deleted.,Material uğurla silindi.
487,az.app.msgs.destroy_item.error,Error occurred while deleting the item: %{err},Materialı silərkən xəta baş verdi: %{err}
488,az.app.msgs.destroy_item.error_not_found,Item could not be found to delete.,Silinməli material tapılmadı.
489,az.app.msgs.embed_code,Copy and paste this embed code into your web page,Copy and paste this embed code into your web page
490,az.app.msgs.collaborators.success_remove,%{name} was removed as a collaborator,%{name} əməkdaşlıqdan xaric edildi
491,az.app.msgs.collaborators.user_not_found,User to remove as a collaborator could not be found,Əməkdaşlıqdan xaric ediləsi istifadəçi tapılmadı
492,az.app.msgs.collaborators.no_permission,You do not have permission to remove this collaborator,Bu əməkdaşı xaric etməyə icazəniz yoxdur
493,az.app.msgs.collaborators.success_invitations,Invitations were sent!,Dəvətlər göndərildi!
494,az.app.msgs.collaborators.error_invitations_all,No invitations were sent due to the following erros: %{msg},Növbəti xətalara görə heç bir dəvət göndərilmədi: %{msg}
495,az.app.msgs.collaborators.error_invitations_some,"Some invitations were sent, but some were not due to the following erros: %{msg}","Bəzi dəvətlər göndərildi, amma növbəti xətalara görə bəziləri göndərilmədi: %{msg}"
496,az.app.msgs.notification.true,You will be sent notifications.,Sizə bildirişlər göndəriləcək.
497,az.app.msgs.notification.false,You will not be sent notifications.,Sizə bildirişlər göndərilməyəcək.
498,az.app.msgs.notification.new_theme_all_success,You will recieve a notification whenever a theme is added.,Mövzu əlavə olunanda siz bildiriş alacaqsınız.
499,az.app.msgs.notification.new_theme_none_success,You will not receive any notifications when themes are added.,Bu mövzular əlavə olunanda siz bildiriş ala bilməyəcəksiniz.
500,az.app.msgs.notification.new_story_by_type_success,You will receive a notification when a story is added to these types: %{types}.,Material növlərə  əlavə olunanda siz bildiriş alacaqsınız  %{types}.
501,az.app.msgs.notification.story_comments_yes,You will be sent notifications when a comment is made to one of your stories.,Hər hansısa hekayənizə şərh yazılanda sizə bildiriş göndəriləcək.
502,az.app.msgs.notification.story_comments_no,You will not be sent notifications when a comment is made to one of your stories.,Hər hansısa hekayənizə şərh yazılanda sizə bildiriş göndərilməyəcək.
503,az.app.msgs.notification.following_no,You will no longer receive notifications about new stories from '%{name}'.,Artıq '%{nickname}' -dən yeni hekayələr barədə sizə bildirişlər göndərilməyəcək.
504,az.app.msgs.notification.language,You will be sent notifications in %{language}.,Bildirişlər sizə %{language} dilində göndəriləcək.
505,az.app.msgs.fail_change_order,The item was not able to be moved,Materialı tərpətmək mümkün olmadı
506,az.app.msgs.nothing_selected,Please select a section/item to delete,Lütfən silinəsi böməni/materialı seçin
507,az.app.msgs.fail_delete,The section/item could not be deleted,Bölməni/materialı silmək mümkün olmadı
508,az.app.msgs.confirm_delete,Are you sure you want to delete this section/item?,Bu bölmənin/materialın silinməsindən əminsinizmi?
509,az.app.msgs.confirm_publish,Are you sure you want to publish story?,Are you sure you want to publish story?
510,az.app.msgs.video_processed,Your video is processed,Sizin videonuz emal edildi
511,az.app.msgs.video_not_processed,Your video is being processed,Sizin videonuz emal edilir
512,az.app.msgs.not_found_for_update,The record to update could not be found in the database.,Yenilənəcək qeyd verilənlər bazasında tapılmadı.
513,az.section_types.content.name,Text,Mətn
514,az.section_types.content.description,"Can include html, css styling and images","Html, css stilləri və şəkilləri daxil edilə bilər"
515,az.section_types.media.name,Full-Screen Media Slideshow,Tam Ekran Media Slayd Nümayişi
516,az.section_types.media.description,Images and/or videos as a full-screen vertical slideshow,Şəkillərin və ya Videoların tam ekran vertikal slayd nümayişi
517,az.section_types.slideshow.name,Image Slideshow,Şəkil Slayd Nümayişi
518,az.section_types.slideshow.description,Images in a horizontal slideshow,Şəkillərin horizontal slayd nümayişində
519,az.section_types.embed_media.name,Embed Online Media,Onlayn Medianı Daxil Et
520,az.section_types.embed_media.description,"YouTube, Vimeo, etc","YouTube, Vimeo, və s."
521,az.section_types.youtube.name,YouTube Video,YouTube Videosu
522,az.section_types.youtube.description,YouTube video with ability to setting caption language,Şəkilaltı imza dilinin dəyişmə qabiliyyəti olan YouTube videosu
523,az.section_types.infographic.name,Infographic,Infographic
524,az.section_types.infographic.description,"Infographic, interactive, or factoids with ability to add datasets and data sources","Infographic, interactive, or factoids with ability to add datasets and data sources"
525,az.story_role.editor,Editor,Redaktor
526,az.story_role.translator,Translator,Tərcüməçi
527,az.message_types.bug,Report a Bug,Səhvlər barədə məlumat ver
528,az.message_types.feature,Request a Feature,Yeni funksiya tələb et
529,az.message_types.feedback,General Feedback,Ümumi Qiymətləndirmə
530,az.filters.all,All,Hər şey
531,az.filters.matches,Matches,Uyğun gələnlər
532,az.filters.staff_pick,Staff Pick,Redaksiya Heyətinin Seçimi
533,az.filters.staff_pick_title,View stories that have been selected as Staff Picks,Redaksiya Heyətinin Seçimi kimi seçilən hekayələrə bax
534,az.filters.staff_pick_title_active,Remove Staff Pick filter,Redaksiya Heyətinin Seçimi filtrini aradan qaldır
535,az.filters.sort_header,Sorted By,xxx - Qaydası ilə Sırala
536,az.filters.sort_title,Indicate how the stories should be sorted,Hekayələrin sıralama qaydasını göstər
537,az.filters.filters,Filters,Filtrlər 
538,az.filters.all_stories,All Stories,Bütün hekayələr
539,az.filters.sort.recent,Recent,Son hekayələr
540,az.filters.sort.reads,Views,Baxışlar
541,az.filters.sort.likes,Likes,Bəyənənlər
542,az.filters.category_header,Category,Kateqoriyalar
543,az.filters.category_title,View stories that belong to a category,Kateqoriyaya aid olan hekayələrə bax
544,az.filters.theme_header,Theme,Mövzu
545,az.filters.theme_title,View stories that belong to a theme,Mövuya aid olan hekayələrə bax
546,az.filters.language_header,Language,Dil
547,az.filters.language_title,View stories that are written in a particular language,Xüsusi dildə yazılan hekayələrə bax
548,az.filters.search,Find a Story,Hekayə Tap
549,az.filters.following,Following,İzləyirəm
550,az.filters.following_title,View stories of users that you are following,İzlədiyin istifadəçilərin hekayələrinə bax
551,az.filters.following_title_active,Remove Following filter,"""İzləyirəm"" filtrini aradan qaldır"
552,az.filters.not_published,Not Published,Dərc Edilməyib
553,az.filters.not_published_title,View stories that are not published,Dərc edilməmiş hekayələrə bax
554,az.filters.not_published_title_active,Show all stories,Bütün hekayələri göstər
555,az.tokeninput.searchingText,Searching...,Axtarır...
556,az.tokeninput.tag.hintText,Search for an existing tag or enter a new tag,"Mövcud olan nişanı axtar, və ya yeni nişan daxil et"
557,az.tokeninput.tag.noResultsText,No matches found. Press 'Enter' to save this new tag.,"Tapılmadı. Yeni nişanı yadda saxlamaq üçün ""Enter"" düyməsinə bas."
558,az.tokeninput.collaborator.hintText,Search for an existing user or enter the email address for a new user,"Mövcud olan istifadəçini axtar, və ya yeni istifadəçinin e-poçtunu daxil et."
559,az.tokeninput.collaborator.noResultsText,No matches found. Press 'Enter' to add this email address to the list of invited collaborators.,"Tapılmadı. Bu e-poçtu dəvət edilmiş əməkdaşlar siyahısına daxil etmək üçün ""Enter"" düyməsinə bas."
560,az.layouts.application.copyright,Copyright,Müəllif Hüquqları
561,az.layouts.application.copyright_text,Copyright of these reports belongs to the Chai-Khana NGO. Any republishing of materials is not allowed without the prior consent of Chai-Khana.,Bu materialların Müəllif Hüquqları  Chai-Khana QHT-ya məxsusdur. Chai-Khana-nın əvvəlcədən razılığı olmadan materialların yayınmasında yol verilmir.
562,az.layouts.application.disclaimer,Disclaimer,Məsuliyyətdən imtina
563,az.layouts.application.disclaimer_text,"This publication has been produced with the assistance of MYMEDIA, a DANIDA funded project. The content of this publication is the sole responsibility of the author/contractor/implementing partner/international organisation and can in no way be taken to reflect the official opinion of MYMEDIA / DANIDA. ","Bu sayt MYMEDIA, DANIDA tərəfindən maliyyə yardımı ilə hazırlanmışdır. Saytın məzmunu  müəllif/ işə götürən/ tərəfdaş/ beynaxalq təşkilatı məsuliyyəti daşıyır və  MyMedia/ Danida rəsmi mövqeyini əks etdirmir. "
564,az.layouts.unsupported_browser.title,Unsupported Browser,Dəstəklənməyən brauzer
565,az.layouts.unsupported_browser.video,Your browser does not support this video.,Sizin brauzeriniz bu videonu dəstəkləmir.
566,az.layouts.unsupported_browser.p1,We are sorry to report that your browser is out of date and will not properly render the content from this website.,"Təssüff edirik ki, sizin brauzeriniz köhnədir və bu saytın məzmununu lazımı qaydada göstərməyəcək."
567,az.layouts.unsupported_browser.p2,"On the bright side, there are several free browsers that you can download that are compatible with this site.","Amma, bu sayta uyğun olan bir neçə pulsuz brauzer mövcuddur və siz onları endirə bilərsiniz."
568,az.layouts.unsupported_browser.chrome,Chrome,Chrome
569,az.layouts.unsupported_browser.firefox,Firefox,Firefox
570,az.layouts.unsupported_browser.ie,Internet Explorer (Windows only),Internet Explorer (yalnız Windows üçün)
571,az.layouts.unsupported_browser.opera,Opera,Opera
572,az.layouts.unsupported_browser.Safari,Safari,Safari
573,az.layouts.unsupported_browser.admin,Admin,İnzibatçılıq
574,az.layouts.unsupported_browser.sign_out,Sign Out,Çıx
575,az.layouts.unsupported_browser.js_link_title,JumpStart Georgia - We communicate data better!,JumpStart Georgia - Biz məlumatı daha yaxşı paylaşırıq!
576,az.layouts.unsupported_browser.js_link_text,Built by,xxx tərəfindən hazırlanıb
577,az.layouts.storybuilder.source,Source,Mənbə
578,az.layouts.storybuilder.target,Target,Hədəf
579,az.layouts.storybuilder.copy_paste,Copy from source,mənbədən köçürd
580,az.shared.grid.no_stories,Oh no - no stories could be found!,"Təəssüf ki, heç bir hekayə tapılmadı!"
581,az.shared.story_nav_modals.copy,Copy To Clipboard...,Mübadilə Buferinə Köçür...
582,az.shared.story_nav_modals.copied,Copied!,Köçürüldü
583,az.admin.index.title,Administration Section,İnzibatçılıq Bölməsi
584,az.admin.index.users,Users,İstifadəçilər
585,az.admin.users.edit.title,Editing User,Redaktə edən istifadəçi
586,az.admin.users.index.title,Users,İstifadəçilər
587,az.admin.users.new.title,New User,Yeni İstifadəçilər
588,az.admin.users.show.title,User Details,İstifadəçinin detalları
589,az.admin.themes.form.header_features,Features,Features
590,az.admin.themes.form.header_add_story,Select Story to be Feature,Select Story to be Feature
591,az.admin.themes.form.header_current_features,Featured Stories In the Order They Will Appear,Featured Stories In the Order They Will Appear
592,az.admin.themes.form.no_stories,No stories have been assigned to this theme yet.,No stories have been assigned to this theme yet.
593,az.admin.themes.form.no_features,No stories have been selected to be features.,No stories have been selected to be features.
594,az.root.about.title,About Chai Khana,Çayxana barədə
595,az.root.embed.home_link,Built on Chai Khana,Çayxanada hazırlanıb
596,az.stories.new.title,Story Settings Form,Hekayə parametrlərinin Forması
597,az.stories.edit.title,Story Settings Form,Hekayə parametrlərinin Forması
598,az.stories.form.placeholder.title,Title of Story,Hekayənin Sərlövhəsi
599,az.stories.form.placeholder.permalink,URL to the story,Hekayəyə URL
600,az.stories.form.placeholder.author,Author(s) of the article,Məqalənin Müəllifi(Müəllifləri)
601,az.stories.form.placeholder.media_author,Author(s) of photos and/or videos,Şəkilin və ya Videonun Müəllifi(Müəllifləri)
602,az.stories.form.placeholder.translation_author,Author(s) that translated the story into this language,Hekayəni bu dilə tərcümə edən Müəllif(lər)
603,az.stories.form.hint.title,Story title will appear at the top of your story,Hekayə sərlövhəsi hekayənin üstündə göstəriləcək
604,az.stories.form.hint.permalink,"The default URL is the title of the story, but you can change it if desired","Defolt URL hekayənin sərlövhəsidir, amma arzunuz varsa bunu dəyişə bilərsiniz"
605,az.stories.form.hint.author,Select the author(s) of the story to allow the story to appear on their webpage.,"Hekayənin müəllifini (müəlliflərini) seç ki, hekayə onun (onların) səhifəsində göstərilsin"
606,az.stories.form.hint.media_author,Author names will appear below the Story Author names,Müəlliflərin adları hekayə müəlliflərinin adlarının altında göstəriləcək 
607,az.stories.form.hint.translation_author,Author names will appear below the Photo and Video Author names,Müəlliflərin adları Şəkil və Video müəlliflərinin adlarının altında göstəriləcək 
608,az.stories.form.hint.published,Published stories are available for the world to view,Dərc edilən hekayələrə bütün dünya baxa bilər
609,az.stories.form.hint.publish_home_page,"If checked, your published story will appear on the site's homepage","Seçilibsə, sizin hekayəniz saytın ana səhifəsində göstəriləcək "
610,az.stories.form.hint.template,Choose template to apply styling to story,Stili hekayədə istifadə etmək üçün şablonu seç
611,az.stories.form.hint.thumbnail,Image that is used to show the story on the home page when the story is published (jpg and png only; 4MB file size limit),Hekayə dərc ediləndə onu ana səhifədə göstərən şəkil (yalnız jpg və ya png; fayl böyüklüyü 4MB-a məhduddur)
612,az.stories.form.hint.editor,Person that created the story record in this website,Hekayənin qeydini bu saytda yaradan şəxs
613,az.stories.form.hint.editors,Select people that you want to give access to edit the story,Hekayəni redaktə etmək üçün icazəsi olan şəxsləri seç
614,az.stories.form.hint.about,Short summary of story that will be used on the home page and when you story is shared,Sizin hekayənizin ana səhifəyə yerləşdiriləndə və ya paylaşılanda göstərilən qısa xülasəsi
615,az.stories.form.hint.locale,Select the language of your story. Allows users to filter stories by a language.,Hekayənin dilini seç. İstifadəçilərə hekayələri dil üzrə filtr etməyə icazə verir.
616,az.stories.form.hint.categories,Select the category(s) your story belongs to.  Allows users to filter stories by a category.,Sənin hekayənin hansı kateqoriyalara aid olduğunu seç. İstifadəçilərə hekayələri kateqoriya üzrə filtr etməyə icazə verir.
617,az.stories.form.hint.tag_list,"Enter text to find existing tags.  If your tag does not exist yet, press 'Enter' to add the new tag to the list.","Mövcud olan nişanları tapmaq üçün mətn daxil et. Sizin nişan hələ mövcud deyilsə, ""Enter"" düyməsinə basaraq onu siyahıya əlavə edə bilərsiniz."
618,az.stories.form.hint.story_type,Select the type of your story.,Hekayənin növünü seç.
619,az.stories.form.hint.theme,Select the theme(s) your story belongs to.,Hekayənizə aid olan mövzuları seçin.
620,az.stories.form.hint.in_theme_slider,"If checked, this story will appear in the slider at the top of the theme page.","Seçilibsə, bu hekayə mövzu səhifəsinin yuxarı panelində göstəriləcək."
621,az.stories.collaborators.title,Collaborators for '%{title}',%{title}' Əməkdaşları
622,az.stories.collaborators.owner_header,Story Author,Hekayə müəllifi
623,az.stories.collaborators.collaborators_header,Story Collaborators,Hekayə əməkdaşları
624,az.stories.collaborators.explanation,A story collaborator is someone that has access to edit this story.,"Hekayə əməkdaşı, hekayəni redakte etməyə icazəsi olan şəxsdir. "
625,az.stories.collaborators.editors_header,Editors,Redaktorlar
626,az.stories.collaborators.editor_explanation,An Editor has access to add/edit the story and translate the story into any language. An Editor can also add collaborators and publish the story.,Redaktorun hekayəyə əlavə/ dəyişiklik və ya tərcümə etməyə icazəsi var. Redaktor həm əməkdaşlar əlavə edə bilər həm də hekayəni dərc edə bilər. 
627,az.stories.collaborators.translators_header,Translators,Tərcüməçilər
628,az.stories.collaborators.translator_explanation,"A Translator has access to translate the story into a specific language(s). A Translator does not have the ability to edit the original story, add collaborators or publish the story.","Tərcüməçinin hekayəni xüsusi bir dillərə tərcümə etməyə icazəsi var. Təcüməçinin orijinal hekayəni redaktə etməyə, əməkdaşlar əlavə etməyə və hekayəni dərc etməyə icazəsi yoxdur."
629,az.stories.collaborators.remove_title,Remove %{name},%{name} kənarlaşdır
630,az.stories.collaborators.not_accepted_title,%{name} has not accepted the invitation yet,%{name} dəvəti hələ qəbul etməyib
631,az.stories.collaborators.add_header,Add Collaborators,Əməkdaşları əlavə et
632,az.stories.collaborators.add_explanation,"For the users you enter below, an email will be sent inviting them to be a collaborator on this story.","Aşağıda daxil etdiyiniz istifadəçilərə, bu hekayədə əməkdaş olmaları üçün dəvət elektron poçtu göndəriləcək. "
633,az.stories.collaborators.editor_label,Enter the names or email addresses of the editors,Redaktorların adlarını və ya e-poçtlarını daxil edin
634,az.stories.collaborators.language_label,Select the translation language(s),Tərcümə dillərini seçin
635,az.stories.collaborators.translator_label,Enter the name or email address of the translator,Tərcüməçinin adını və ya e-poçtunu daxil edin
636,az.stories.collaborators.translator_add,Add Another Translator,Başqa tərcüməçini əlavə et
637,az.stories.collaborators.translator_remove,Remove Translator,Tərcüməçini kənarlaşdır
638,az.stories.collaborators.message,Add Message to Notification (optional),Biıldirişə mesaj əlavə et (könüllü)
639,az.stories.collaborators.submit,Send Collaboration Invitation,Əməkdaşlıq Dəvətini Göndər
640,az.stories.media.form_title,Full-Screen Media Slideshow Form,Tam ekran Media Slayd Nümayişinin Forması
641,az.stories.media.left,Left,Sol
642,az.stories.media.center,Center,Mərkəz
643,az.stories.media.right,Right,Sağ
644,az.stories.media.image,Image,Şəkil
645,az.stories.media.video,Video,Video
646,az.stories.media.floating,Floating,Üzən
647,az.stories.media.fixed,Fixed,Hərəkətsiz
648,az.stories.media.placeholder.title,Media title,Media Sərlövhəsi
649,az.stories.media.placeholder.caption,Caption text,Şəkilaltı imzanın mətni
650,az.stories.media.placeholder.source,Source of the image/video,Şəkilin/videonun mənbəyi
651,az.stories.media.hint.title,"This text only appears in the left sidebar, it will not show up in the story","Bu mətn hekayədə yox, yalnız sol paneldə göstəriləcək. "
652,az.stories.media.hint.media_type,"For videos, an image is necessary because videos are not loaded on mobile devices.","Videolar üçün şəkil lazımdır, çünki videolar mobil cihazlarda yüklənmir."
653,az.stories.media.hint.caption,"Caption text will appear on top of the image/video. If this is the first item in the story, the caption text is hidden.",Şəkilaltı imzanın mətni şəkilin/videonun üstündə göstəriləcək. Əgər bu hekayədə ilkin materialdırsa şəkilaltı imzanın mətni qizlənəcək.
654,az.stories.media.hint.source,"Source of the image/video, appears in the bottom-right corner",Şəkilin/videonun mənbəyi sağ alt küncdə göstəriləcək.
655,az.stories.media.hint.image,Only jpg format allowed; 4MB file size limit,Yalnız jpg fayl növü olar; böyüklüyü 4MB-a məhduddur
656,az.stories.media.hint.video,"Only mp4, mov, webm, ogv, flv, avi and wmv formats accepted; 25MB file size limit. After videos are uploaded they must be processed before they are available for viewing. You will receive a notification when the processing is complete, typically within a few minutes.","Yalnız mp4, mov, webm, ogv, flv, avi və wmv fayl növləri qəbul edilir; böyüklüyü 25MB-a məhduddur. Videolar yüklənəndən sonra, baxılmağa hazır olmaları üçün emal edilməlidir. Emal bitəndə sizə bildiriş gələcək. Adətən bir neçə dəqiqə çəkir."
657,az.stories.media.hint.caption_align,The Caption text will appear on top of the image/video (appears on the left by default) ,"Şəkilaltı imza, videonun/şəkilin üstündə göstəriləcək (defolt olaraq mətn sol tərəfdə göstərilir)"
658,az.stories.media.hint.infobox_type,The Caption text can float on top of the image/video or can be fixed at the bottom of the image/video,"Şəkilaltı imza videonun/şəkilin üstündə üzə bilər, və ya videonun/şəkilin altına yerləşdirilə bilər."
659,az.stories.media.hint.video_loop,"If checked, the video will loop infinitly, otherwise the video will not loop","Seçilibsə, video daimi fasiləsiz təkrarlanacaq, əks halda video təkrarlanmayacaq."
660,az.stories.section.form_title,Section Form,Bölmə Forması
661,az.stories.section.yes,Yes,Bəli
662,az.stories.section.no,No,Xeyir
663,az.stories.section.placeholder.title,Section title,Bölmə Sərlövhəsi
664,az.stories.section.hint.title,"This text appears in the left sidebar and, if Navigation Shortcut is selected, will appear as the title text for the shortcut","Bu mətn sol paneldə göstəriləcək, və əgər naviqasiya qisayolu seçilibsə, qisayol keçidin sərlövhəsi olacaq. "
665,az.stories.section.hint.type,Selecting this type determines what kind of information you can add into this section,"Bu növü seçməyiniz, bölməyə nə cür məlumatın daxil ediləcəyini müəyyənləşdirir."
666,az.stories.section.hint.has_marker,"If checked, there will be a navigation shortcut link to go to this section","Seçilibsə, naviqasıyada bu bölməyə qisayol keçidi olacaq."
667,az.stories.section.hint.audio,Background audio to play while this section is in view (mp3 format only; 10mb file size limit),Arxa planın audiosu bu bölmə izlənəndə çalacaq (yalnız mp3 fayl növü; böyüklüyü 10mb-a məhduddur)
668,az.stories.section.hint.delete_audio,"If checked, the Audio Track will be deleted","Seçilibsə, Audio Cığır silinəcək"
669,az.stories.content.form_title,Text Form,Mətn Forması
670,az.stories.content.placeholder.title,Text title,Mətnin Sərlövhəsi
671,az.stories.content.placeholder.caption,optional,könüllü seçim
672,az.stories.content.placeholder.sub_caption,optional,könüllü seçim
673,az.stories.content.hint.title,"This text only appears in the left sidebar, it will not show up in the story","Bu mətn hekayədə yox, yalnız sol paneldə görünəcək."
674,az.stories.content.hint.caption,Heading of text will appear at the top of the section,"Başlığın mətni, Bölmənin üstündə görünəcək"
675,az.stories.content.hint.sub_caption,Subheading of text will appear below the Heading,Alt-başlığın mətni başlığın altında görünəcək
676,az.stories.content.hint.content,"Text can include html, css styling and images","Html, css stilləri və şəkilləri daxil edilə bilər"
677,az.stories.reviewer_key.title,Private URL,Özəl URL
678,az.stories.reviewer_key.desc,"You can copy and share the following URL with whomever you want to review '%{title}' before it is published. These people will have the ability to read your story, but not edit it.","Dərc edilmədən öncə, bu URL-i köçürüb istədiyiniz şəxslərlə '%{title}' müzakirə etmək üçün paylaşa bilərsiniz. Bu şəxslərə sizin hekayəni oxumağa icazə veriləcək, amma redaktə etmək üçün icazələri olmayacaq."
679,az.stories.slideshow.form_title,Image Slideshow Form,Şəkil Slayd Nümayişi Forması
680,az.stories.slideshow.add_image,Add Image,Şəkil Daxil Et
681,az.stories.slideshow.placeholder.title,Slideshow Title,Slayd Nümayişinin Sərlövhəsi
682,az.stories.slideshow.placeholder.caption,optional,könüllü seçim
683,az.stories.slideshow.hint.title,"This text only appears in the left sidebar, it will not show up in the story","Bu mətn hekayədə yox, yalnız sol paneldə görünəcək."
684,az.stories.slideshow.hint.caption,Heading will appear at the top of the slideshow,Sərlövhə slayd nümayişinin üstündə görünəcək
685,az.stories.slideshow.hint.description,The description will appear below the slideshow,təsvir slaydın altında yerləşir
686,az.stories.asset_file_fields.remove_image,Remove,Sil
687,az.stories.asset_file_fields.placeholder.caption,optional,könüllü seçim
688,az.stories.asset_file_fields.placeholder.source,optional,könüllü seçim
689,az.stories.asset_file_fields.hint.caption,Image Description will appear below the image,Şəkilin Təsviri şəkilin altında görünəcək
690,az.stories.asset_file_fields.hint.source,Source will appear below the Image Description,Mənbə Şəkil Təsvirinin altında görünəcək
691,az.stories.asset_file_fields.hint.asset,Only jpg and png format allowed; 4MB file size limit,Yalnız jpg və png fayl növü olar; faylın böyüklüyü 4MB-a məhduddur
692,az.stories.asset_file_fields.label.caption,Image Description,Şəkilin Təsviri
693,az.stories.asset_file_fields.label.source,Image Source,Şəkilin Mənbəyi
694,az.stories.embed_media.form_title,Embed Online Media Form,Onlayn Medianı Daxil Etmə Forması
695,az.stories.embed_media.get_media,Get Online Media,Onlayn Medianı Al
696,az.stories.embed_media.preview,Preview of Online Media,Onlayn medianın sınaq baxışı
697,az.stories.embed_media.error,The URL could not be processed. Please try again.,URL-ı emal etmək mümkün olmadı. Lütfən bir daha cəhd edin.
698,az.stories.embed_media.placeholder.title,Embed Online Media Title,Daxil Ediləsi Onlayn Medianın Sərlövhəsi
699,az.stories.embed_media.placeholder.url,URL to online media,Onlayn mediaya URL
700,az.stories.embed_media.hint.title,"This text only appears in the left sidebar, it will not show up in the story","Bu mətn hekayədə yox, yalnız sol paneldə görünəcək."
701,az.stories.embed_media.hint.url,"The following sites can be used for embeding online media: AUDIO: Soundcloud, Spotify; VIDEO: YouTube, Vimeo, Twitch.TV, Dotsub, Dailymotion, LiveLeak, Vine, TED","Növbəti saytlar, onlayn medianı daxil etmək üçün istifadə edilə bilər: AUDİO: Soundcloud, Spotify; VİDEO: YouTube, Vimeo, Twitch.TV, Dotsub, Dailymotion, LiveLeak, Vine, TED"
702,az.stories.youtube.form_title,YouTube Video Form,YouTube Video Forması
703,az.stories.youtube.get_media,Get Youtube Video,Youtube Videosunu Al
704,az.stories.youtube.preview,Preview,YouTube Videosunun sinaq baxışı
705,az.stories.youtube.error,The URL could not be processed. Please try again.,URL-ı emal etmək mümkün olmadı. Lütfən bir daha cəhd edin.
706,az.stories.youtube.generate_iframe.missing_api_key,value can't be generated due to missing API key.,value can't be generated due to missing API key.
707,az.stories.youtube.generate_iframe.error,is not valid.,value can't be generated.
708,az.stories.youtube.placeholder.title,YouTube Title,YouTube Sərlövhəsi
